sample	input_reads	demuxed_reads
bc1024_bc1111	10434	10310
sample	input_reads	demuxed_reads
bc1005_bc1057	11345	11210
sample	input_reads	demuxed_reads
bc1005_bc1056	11074	10932
sample	input_reads	demuxed_reads
bc1005_bc1100	10204	10110
sample	input_reads	demuxed_reads
bc1005_bc1062	10709	10626
sample	input_reads	demuxed_reads
bc1020_bc1059	11181	11058
sample	input_reads	demuxed_reads
bc1005_bc1075	11087	11019
sample	input_reads	demuxed_reads
bc1007_bc1075	11389	11297
